date,store_id,product_id,category,region,inventory_level,units_sold,baseline_ma_30,ml_forecast,safety_stock,reorder_point,recommended_order,stock_status,price,discount,holiday_promotion,weather_condition
2022-10-13,S001,P0016,Furniture,East,400,129,122.5,129.74,177.0,422.0,22.0,⚠️ Reorder Needed,66.4,5,1,Cloudy
2022-10-14,S001,P0016,Groceries,North,52,14,121.7,25.15,177.0,420.0,368.0,🔴 Critical Stockout Risk,19.12,20,1,Sunny
2022-10-15,S001,P0016,Furniture,South,155,144,123.6,140.46,177.0,424.0,269.0,🔴 Critical Stockout Risk,57.48,10,0,Sunny
2022-10-16,S001,P0016,Groceries,South,322,114,126.8,112.57,177.0,431.0,109.0,⚠️ Reorder Needed,95.13,5,0,Cloudy
2022-10-17,S001,P0016,Groceries,West,233,154,124.4,169.44,177.0,426.0,193.0,⚠️ Reorder Needed,27.03,5,0,Sunny
2022-10-18,S001,P0016,Clothing,East,202,184,128.8,188.71,177.0,435.0,233.0,⚠️ Reorder Needed,36.18,10,1,Cloudy
2022-10-19,S001,P0016,Toys,East,116,69,125.1,83.5,177.0,427.0,311.0,🔴 Critical Stockout Risk,54.26,0,0,Cloudy
2022-10-20,S001,P0016,Toys,North,312,220,132.2,238.59,177.0,441.0,129.0,⚠️ Reorder Needed,69.63,15,1,Rainy
2022-10-21,S001,P0016,Electronics,West,486,293,134.0,290.94,177.0,445.0,0.0,✅ Healthy Stock,96.95,5,0,Cloudy
2022-10-22,S001,P0016,Groceries,South,226,215,138.4,209.94,177.0,454.0,228.0,⚠️ Reorder Needed,35.51,15,1,Rainy
2022-10-23,S001,P0016,Furniture,South,237,178,140.5,171.29,177.0,458.0,221.0,⚠️ Reorder Needed,78.91,20,1,Snowy
2022-10-24,S001,P0016,Furniture,North,209,79,138.1,86.58,177.0,453.0,244.0,⚠️ Reorder Needed,55.05,10,1,Sunny
2022-10-25,S001,P0016,Toys,South,90,26,127.3,25.98,177.0,432.0,342.0,🔴 Critical Stockout Risk,36.52,20,1,Rainy
2022-10-26,S001,P0016,Clothing,East,440,86,127.0,91.18,177.0,431.0,0.0,✅ Healthy Stock,79.52,10,1,Snowy
2022-10-27,S001,P0016,Groceries,West,319,47,125.3,63.24,177.0,428.0,109.0,⚠️ Reorder Needed,82.39,15,1,Rainy
2022-10-28,S001,P0016,Furniture,West,131,108,127.1,100.6,177.0,431.0,300.0,🔴 Critical Stockout Risk,94.97,10,1,Rainy
2022-10-29,S001,P0016,Toys,West,411,89,114.9,80.36,177.0,407.0,0.0,✅ Healthy Stock,72.95,5,0,Rainy
2022-10-30,S001,P0016,Furniture,South,52,16,113.8,6.87,177.0,405.0,353.0,🔴 Critical Stockout Risk,13.95,10,0,Sunny
2022-10-31,S001,P0016,Furniture,South,75,8,105.9,10.47,177.0,389.0,314.0,🔴 Critical Stockout Risk,12.08,15,1,Snowy
2022-11-01,S001,P0016,Furniture,East,329,45,101.8,57.34,177.0,381.0,52.0,⚠️ Reorder Needed,32.22,15,1,Cloudy
2022-11-02,S001,P0016,Furniture,South,257,224,109.2,215.58,177.0,395.0,138.0,⚠️ Reorder Needed,79.25,0,1,Snowy
2022-11-03,S001,P0016,Toys,North,488,409,121.1,403.74,177.0,419.0,0.0,✅ Healthy Stock,24.33,20,1,Cloudy
2022-11-04,S001,P0016,Electronics,South,395,288,130.3,289.76,177.0,438.0,43.0,⚠️ Reorder Needed,50.25,15,1,Rainy
2022-11-05,S001,P0016,Groceries,East,64,10,129.2,27.35,177.0,435.0,371.0,🔴 Critical Stockout Risk,45.7,15,1,Cloudy
2022-11-06,S001,P0016,Groceries,East,278,163,130.8,167.89,177.0,439.0,161.0,⚠️ Reorder Needed,78.33,5,0,Snowy
2022-11-07,S001,P0016,Groceries,East,335,129,128.0,138.1,177.0,433.0,98.0,⚠️ Reorder Needed,93.72,15,0,Snowy
2022-11-08,S001,P0016,Groceries,North,486,201,129.5,205.68,177.0,436.0,0.0,✅ Healthy Stock,97.09,0,1,Sunny
2022-11-09,S001,P0016,Clothing,South,495,158,134.2,158.87,177.0,445.0,0.0,✅ Healthy Stock,64.78,5,0,Sunny
2022-11-10,S001,P0016,Furniture,South,242,54,135.1,58.57,177.0,447.0,205.0,⚠️ Reorder Needed,68.14,20,1,Cloudy
2022-11-11,S001,P0016,Clothing,West,87,87,131.4,88.05,177.0,440.0,353.0,🔴 Critical Stockout Risk,52.77,5,0,Snowy
2022-11-12,S001,P0016,Clothing,East,208,15,127.6,15.88,177.0,432.0,224.0,⚠️ Reorder Needed,51.44,10,1,Cloudy
2022-11-13,S001,P0016,Furniture,North,286,279,136.4,282.88,177.0,450.0,164.0,⚠️ Reorder Needed,53.64,15,1,Sunny
2022-11-14,S001,P0016,Groceries,West,327,292,141.3,309.02,177.0,460.0,133.0,⚠️ Reorder Needed,94.17,20,1,Snowy
2022-11-15,S001,P0016,Toys,East,131,105,141.0,117.11,177.0,459.0,328.0,🔴 Critical Stockout Risk,44.03,5,0,Cloudy
2022-11-16,S001,P0016,Groceries,East,299,141,140.6,156.17,177.0,458.0,159.0,⚠️ Reorder Needed,62.85,0,0,Cloudy
2022-11-17,S001,P0016,Furniture,East,107,101,137.8,93.25,177.0,453.0,346.0,🔴 Critical Stockout Risk,47.07,10,1,Sunny
2022-11-18,S001,P0016,Groceries,East,338,312,145.9,331.04,177.0,469.0,131.0,⚠️ Reorder Needed,17.6,20,1,Sunny
2022-11-19,S001,P0016,Toys,South,401,78,141.2,78.98,177.0,459.0,58.0,⚠️ Reorder Needed,27.54,20,0,Cloudy
2022-11-20,S001,P0016,Groceries,South,450,278,140.7,291.02,177.0,458.0,8.0,⚠️ Reorder Needed,28.04,0,0,Sunny
2022-11-21,S001,P0016,Furniture,South,362,270,142.5,289.89,177.0,462.0,100.0,⚠️ Reorder Needed,38.01,10,1,Rainy
2022-11-22,S001,P0016,Electronics,South,239,13,137.0,11.07,177.0,451.0,212.0,⚠️ Reorder Needed,75.11,0,0,Snowy
2022-11-23,S001,P0016,Electronics,South,302,70,136.7,66.72,177.0,450.0,148.0,⚠️ Reorder Needed,47.09,15,0,Rainy
2022-11-24,S001,P0016,Groceries,West,217,208,142.8,211.24,177.0,463.0,246.0,⚠️ Reorder Needed,57.9,5,0,Sunny
2022-11-25,S001,P0016,Furniture,East,168,115,143.8,133.1,177.0,465.0,297.0,🔴 Critical Stockout Risk,14.95,0,1,Sunny
2022-11-26,S001,P0016,Groceries,South,422,341,153.6,347.04,177.0,484.0,62.0,⚠️ Reorder Needed,34.99,15,1,Sunny
2022-11-27,S001,P0016,Clothing,South,94,90,153.0,81.47,177.0,483.0,389.0,🔴 Critical Stockout Risk,31.4,0,0,Sunny
2022-11-28,S001,P0016,Electronics,East,289,285,159.5,301.81,177.0,496.0,207.0,⚠️ Reorder Needed,30.06,15,1,Snowy
2022-11-29,S001,P0016,Furniture,North,282,216,166.2,233.88,177.0,509.0,227.0,⚠️ Reorder Needed,64.78,10,1,Cloudy
2022-11-30,S001,P0016,Toys,West,260,139,170.5,157.57,177.0,518.0,258.0,⚠️ Reorder Needed,16.6,10,1,Cloudy
2022-12-01,S001,P0016,Groceries,North,76,55,170.9,63.5,177.0,519.0,443.0,🔴 Critical Stockout Risk,49.01,10,0,Rainy
2022-12-02,S001,P0016,Electronics,North,217,97,166.6,111.0,177.0,510.0,293.0,⚠️ Reorder Needed,26.41,0,1,Cloudy
2022-12-03,S001,P0016,Electronics,North,256,115,156.8,110.55,177.0,491.0,235.0,⚠️ Reorder Needed,32.2,5,0,Rainy
2022-12-04,S001,P0016,Clothing,West,132,131,151.6,121.86,177.0,480.0,348.0,🔴 Critical Stockout Risk,21.5,15,1,Snowy
2022-12-05,S001,P0016,Electronics,West,347,2,151.3,14.0,177.0,480.0,133.0,⚠️ Reorder Needed,55.67,10,1,Cloudy
2022-12-06,S001,P0016,Electronics,West,138,79,148.5,84.32,177.0,474.0,336.0,🔴 Critical Stockout Risk,98.4,15,0,Rainy
2022-12-07,S001,P0016,Groceries,East,123,80,146.9,93.03,177.0,471.0,348.0,🔴 Critical Stockout Risk,51.87,5,1,Rainy
2022-12-08,S001,P0016,Furniture,North,63,24,141.0,27.12,177.0,459.0,396.0,🔴 Critical Stockout Risk,42.58,0,0,Rainy
2022-12-09,S001,P0016,Furniture,North,353,333,146.8,335.15,177.0,471.0,118.0,⚠️ Reorder Needed,49.8,10,1,Rainy
2022-12-10,S001,P0016,Groceries,North,371,70,147.4,73.56,177.0,472.0,101.0,⚠️ Reorder Needed,55.62,5,0,Rainy
2022-12-11,S001,P0016,Furniture,West,207,76,147.0,85.34,177.0,471.0,264.0,⚠️ Reorder Needed,50.6,15,0,Cloudy
2022-12-12,S001,P0016,Clothing,East,463,164,152.0,173.08,177.0,481.0,18.0,⚠️ Reorder Needed,74.18,5,1,Sunny
2022-12-13,S001,P0016,Electronics,North,283,273,151.8,264.13,177.0,481.0,198.0,⚠️ Reorder Needed,29.81,5,0,Snowy
2022-12-14,S001,P0016,Electronics,South,205,62,144.1,74.5,177.0,465.0,260.0,⚠️ Reorder Needed,55.62,20,1,Sunny
2022-12-15,S001,P0016,Clothing,North,290,23,141.4,37.04,177.0,460.0,170.0,⚠️ Reorder Needed,58.31,5,0,Sunny
2022-12-16,S001,P0016,Clothing,West,238,112,140.4,130.63,177.0,458.0,220.0,⚠️ Reorder Needed,15.67,5,1,Sunny
2022-12-17,S001,P0016,Electronics,South,253,127,141.3,127.23,177.0,460.0,207.0,⚠️ Reorder Needed,19.76,5,0,Snowy
2022-12-18,S001,P0016,Furniture,East,241,39,132.2,51.1,177.0,441.0,200.0,⚠️ Reorder Needed,12.69,5,1,Sunny
2022-12-19,S001,P0016,Clothing,East,232,94,132.7,88.9,177.0,442.0,210.0,⚠️ Reorder Needed,91.84,0,1,Cloudy
2022-12-20,S001,P0016,Furniture,East,402,207,130.3,198.58,177.0,438.0,36.0,⚠️ Reorder Needed,10.25,20,1,Rainy
2022-12-21,S001,P0016,Furniture,East,174,27,122.2,32.27,177.0,421.0,247.0,🔴 Critical Stockout Risk,49.44,0,1,Cloudy
2022-12-22,S001,P0016,Groceries,North,217,148,126.7,165.06,177.0,430.0,213.0,⚠️ Reorder Needed,54.33,20,1,Snowy
2022-12-23,S001,P0016,Clothing,North,196,172,130.1,181.1,177.0,437.0,241.0,⚠️ Reorder Needed,36.56,0,1,Rainy
2022-12-24,S001,P0016,Toys,North,107,31,124.2,26.84,177.0,425.0,318.0,🔴 Critical Stockout Risk,44.34,15,1,Snowy
2022-12-25,S001,P0016,Furniture,South,87,75,122.9,94.04,177.0,423.0,336.0,🔴 Critical Stockout Risk,52.71,10,1,Sunny
2022-12-26,S001,P0016,Furniture,West,381,127,115.8,117.84,177.0,409.0,28.0,⚠️ Reorder Needed,23.32,0,1,Cloudy
2022-12-27,S001,P0016,Toys,South,240,97,116.0,100.42,177.0,409.0,169.0,⚠️ Reorder Needed,45.3,10,0,Cloudy
2022-12-28,S001,P0016,Toys,West,158,21,107.2,23.17,177.0,391.0,233.0,🔴 Critical Stockout Risk,36.47,15,1,Cloudy
2022-12-29,S001,P0016,Groceries,East,110,20,100.7,21.53,177.0,378.0,268.0,🔴 Critical Stockout Risk,23.13,15,0,Snowy
2022-12-30,S001,P0016,Furniture,West,117,94,99.2,90.7,177.0,375.0,258.0,🔴 Critical Stockout Risk,56.76,20,0,Cloudy
2022-12-31,S001,P0016,Groceries,South,95,31,98.4,24.54,177.0,374.0,279.0,🔴 Critical Stockout Risk,83.78,5,0,Snowy
2023-01-01,S001,P0016,Groceries,West,452,262,103.9,253.67,177.0,385.0,0.0,✅ Healthy Stock,14.73,10,0,Snowy
2023-01-02,S001,P0016,Groceries,West,188,136,104.6,143.52,177.0,386.0,198.0,⚠️ Reorder Needed,24.86,10,1,Rainy
2023-01-03,S001,P0016,Clothing,South,463,409,113.8,408.12,177.0,405.0,0.0,✅ Healthy Stock,45.98,10,0,Cloudy
2023-01-04,S001,P0016,Toys,South,316,176,119.6,169.42,177.0,416.0,100.0,⚠️ Reorder Needed,40.55,0,0,Cloudy
2023-01-05,S001,P0016,Toys,South,314,241,125.0,233.47,177.0,427.0,113.0,⚠️ Reorder Needed,25.7,15,0,Sunny
2023-01-06,S001,P0016,Toys,South,124,58,124.3,61.98,177.0,426.0,302.0,🔴 Critical Stockout Risk,36.34,20,1,Rainy
2023-01-07,S001,P0016,Electronics,East,106,0,123.5,-9.22,177.0,424.0,318.0,🔴 Critical Stockout Risk,75.85,5,1,Snowy
2023-01-08,S001,P0016,Furniture,South,183,0,112.4,9.45,177.0,402.0,219.0,⚠️ Reorder Needed,88.55,10,1,Sunny
2023-01-09,S001,P0016,Toys,North,74,18,110.7,24.53,177.0,398.0,324.0,🔴 Critical Stockout Risk,21.12,20,0,Cloudy
2023-01-10,S001,P0016,Groceries,South,483,216,115.3,221.5,177.0,408.0,0.0,✅ Healthy Stock,23.35,10,0,Snowy
2023-01-11,S001,P0016,Electronics,East,280,37,111.1,55.15,177.0,399.0,119.0,⚠️ Reorder Needed,76.12,5,1,Snowy
2023-01-12,S001,P0016,Furniture,West,82,8,102.3,9.91,177.0,382.0,300.0,🔴 Critical Stockout Risk,98.95,5,0,Cloudy
2023-01-13,S001,P0016,Toys,North,294,253,108.6,254.1,177.0,394.0,100.0,⚠️ Reorder Needed,44.29,20,1,Cloudy
2023-01-14,S001,P0016,Clothing,North,180,74,110.3,79.82,177.0,398.0,218.0,⚠️ Reorder Needed,11.96,10,0,Sunny
2023-01-15,S001,P0016,Furniture,South,389,5,106.8,19.74,177.0,391.0,2.0,⚠️ Reorder Needed,67.52,20,0,Rainy
2023-01-16,S001,P0016,Furniture,West,94,44,104.0,52.51,177.0,385.0,291.0,🔴 Critical Stockout Risk,14.2,5,1,Snowy
2023-01-17,S001,P0016,Furniture,South,60,46,104.2,64.61,177.0,385.0,325.0,🔴 Critical Stockout Risk,74.07,15,1,Sunny
2023-01-18,S001,P0016,Furniture,South,346,141,105.8,145.44,177.0,389.0,43.0,⚠️ Reorder Needed,12.53,10,1,Cloudy
2023-01-19,S001,P0016,Electronics,West,477,377,111.5,383.42,177.0,400.0,0.0,✅ Healthy Stock,36.62,5,0,Cloudy
2023-01-20,S001,P0016,Groceries,East,306,204,117.4,194.16,177.0,412.0,106.0,⚠️ Reorder Needed,64.15,10,0,Rainy
2023-01-21,S001,P0016,Clothing,North,331,63,114.5,62.48,177.0,406.0,75.0,⚠️ Reorder Needed,16.72,5,1,Rainy
2023-01-22,S001,P0016,Furniture,South,73,30,109.8,38.59,177.0,397.0,324.0,🔴 Critical Stockout Risk,88.16,0,0,Snowy
2023-01-23,S001,P0016,Groceries,East,367,221,116.1,219.42,177.0,409.0,42.0,⚠️ Reorder Needed,17.74,10,1,Sunny
2023-01-24,S001,P0016,Groceries,North,481,51,115.3,44.03,177.0,408.0,0.0,✅ Healthy Stock,98.74,15,0,Snowy
2023-01-25,S001,P0016,Electronics,East,478,363,123.2,362.57,177.0,423.0,0.0,✅ Healthy Stock,89.53,5,1,Sunny
2023-01-26,S001,P0016,Electronics,South,472,256,128.5,253.04,177.0,434.0,0.0,✅ Healthy Stock,41.58,0,0,Snowy
2023-01-27,S001,P0016,Electronics,South,413,142,132.5,132.99,177.0,442.0,29.0,⚠️ Reorder Needed,33.13,0,1,Rainy
2023-01-28,S001,P0016,Groceries,North,413,369,144.2,376.66,177.0,465.0,52.0,⚠️ Reorder Needed,73.24,20,0,Cloudy
2023-01-29,S001,P0016,Furniture,North,179,52,142.8,59.49,177.0,463.0,284.0,⚠️ Reorder Needed,68.95,5,1,Snowy
2023-01-30,S001,P0016,Furniture,North,430,71,144.1,88.09,177.0,465.0,35.0,⚠️ Reorder Needed,21.66,15,0,Sunny
2023-01-31,S001,P0016,Toys,South,379,256,143.9,274.47,177.0,465.0,86.0,⚠️ Reorder Needed,58.22,0,0,Rainy
2023-02-01,S001,P0016,Furniture,South,435,104,142.8,117.93,177.0,463.0,28.0,⚠️ Reorder Needed,28.41,5,0,Rainy
2023-02-02,S001,P0016,Electronics,North,344,170,134.9,172.95,177.0,447.0,103.0,⚠️ Reorder Needed,47.87,10,0,Snowy
2023-02-03,S001,P0016,Toys,West,293,266,137.9,278.38,177.0,453.0,160.0,⚠️ Reorder Needed,88.4,10,1,Rainy
2023-02-04,S001,P0016,Groceries,East,230,45,131.3,43.69,177.0,440.0,210.0,⚠️ Reorder Needed,92.28,10,0,Snowy
2023-02-05,S001,P0016,Groceries,North,230,206,136.3,218.43,177.0,450.0,220.0,⚠️ Reorder Needed,95.58,20,1,Sunny
2023-02-06,S001,P0016,Clothing,South,136,0,136.3,-2.72,177.0,450.0,314.0,🔴 Critical Stockout Risk,96.67,0,1,Rainy
2023-02-07,S001,P0016,Toys,South,90,6,136.5,17.55,177.0,450.0,360.0,🔴 Critical Stockout Risk,82.24,20,1,Sunny
2023-02-08,S001,P0016,Furniture,South,499,251,144.2,263.03,177.0,465.0,0.0,✅ Healthy Stock,83.92,0,1,Snowy
2023-02-09,S001,P0016,Groceries,East,414,73,139.5,78.1,177.0,456.0,42.0,⚠️ Reorder Needed,79.73,15,0,Rainy
2023-02-10,S001,P0016,Electronics,East,163,84,141.0,103.09,177.0,459.0,296.0,🔴 Critical Stockout Risk,15.32,5,0,Snowy
2023-02-11,S001,P0016,Electronics,South,459,261,149.5,269.41,177.0,476.0,17.0,⚠️ Reorder Needed,61.66,15,1,Sunny
2023-02-12,S001,P0016,Furniture,West,474,5,141.2,0.06,177.0,459.0,0.0,✅ Healthy Stock,53.75,10,1,Snowy
2023-02-13,S001,P0016,Furniture,South,160,96,141.9,92.0,177.0,461.0,301.0,🔴 Critical Stockout Risk,46.31,20,0,Sunny
2023-02-14,S001,P0016,Electronics,North,120,22,142.5,30.71,177.0,462.0,342.0,🔴 Critical Stockout Risk,50.28,20,0,Rainy
2023-02-15,S001,P0016,Electronics,West,218,179,147.0,182.23,177.0,471.0,253.0,⚠️ Reorder Needed,77.96,20,1,Cloudy
2023-02-16,S001,P0016,Groceries,South,207,45,147.0,38.35,177.0,471.0,264.0,⚠️ Reorder Needed,85.07,5,1,Sunny
2023-02-17,S001,P0016,Groceries,South,396,199,148.9,197.23,177.0,475.0,79.0,⚠️ Reorder Needed,89.45,5,0,Cloudy
2023-02-18,S001,P0016,Electronics,North,105,53,138.1,68.37,177.0,453.0,348.0,🔴 Critical Stockout Risk,29.56,10,1,Rainy
2023-02-19,S001,P0016,Clothing,North,162,82,134.0,81.91,177.0,445.0,283.0,🔴 Critical Stockout Risk,95.8,5,0,Rainy
2023-02-20,S001,P0016,Groceries,South,138,124,136.1,115.98,177.0,449.0,311.0,🔴 Critical Stockout Risk,86.67,20,0,Rainy
2023-02-21,S001,P0016,Electronics,East,140,62,137.1,78.3,177.0,451.0,311.0,🔴 Critical Stockout Risk,90.98,5,1,Snowy
2023-02-22,S001,P0016,Furniture,South,337,314,140.2,309.8,177.0,457.0,120.0,⚠️ Reorder Needed,46.52,5,1,Snowy
2023-02-23,S001,P0016,Electronics,North,492,39,139.8,38.44,177.0,457.0,0.0,✅ Healthy Stock,18.46,20,0,Sunny
2023-02-24,S001,P0016,Electronics,West,50,27,128.6,23.07,177.0,434.0,384.0,🔴 Critical Stockout Risk,47.66,10,1,Cloudy
2023-02-25,S001,P0016,Electronics,North,368,51,121.8,69.67,177.0,421.0,53.0,⚠️ Reorder Needed,90.49,20,0,Snowy
2023-02-26,S001,P0016,Electronics,East,362,7,117.3,1.54,177.0,412.0,50.0,⚠️ Reorder Needed,76.67,10,0,Cloudy
2023-02-27,S001,P0016,Clothing,South,180,159,110.3,166.74,177.0,398.0,218.0,⚠️ Reorder Needed,66.39,10,1,Rainy
2023-02-28,S001,P0016,Electronics,West,87,77,111.1,73.27,177.0,399.0,312.0,🔴 Critical Stockout Risk,17.75,10,1,Snowy
2023-03-01,S001,P0016,Furniture,South,265,152,113.8,152.62,177.0,405.0,140.0,⚠️ Reorder Needed,90.85,20,1,Snowy
2023-03-02,S001,P0016,Toys,South,416,185,111.5,179.31,177.0,400.0,0.0,✅ Healthy Stock,44.92,10,0,Snowy
2023-03-03,S001,P0016,Toys,East,279,158,113.3,153.23,177.0,404.0,125.0,⚠️ Reorder Needed,41.49,10,0,Snowy
2023-03-04,S001,P0016,Electronics,East,340,142,112.3,153.73,177.0,402.0,62.0,⚠️ Reorder Needed,78.48,5,1,Cloudy
2023-03-05,S001,P0016,Clothing,East,297,197,110.0,196.0,177.0,397.0,100.0,⚠️ Reorder Needed,23.38,10,0,Cloudy
2023-03-06,S001,P0016,Electronics,South,228,123,112.6,120.61,177.0,402.0,174.0,⚠️ Reorder Needed,86.34,20,1,Sunny
2023-03-07,S001,P0016,Toys,West,271,170,111.4,176.41,177.0,400.0,129.0,⚠️ Reorder Needed,30.91,20,0,Snowy
2023-03-08,S001,P0016,Furniture,East,226,0,111.4,6.44,177.0,400.0,174.0,⚠️ Reorder Needed,38.13,20,1,Snowy
2023-03-09,S001,P0016,Groceries,North,69,31,112.3,30.64,177.0,402.0,333.0,🔴 Critical Stockout Risk,77.52,15,0,Snowy
2023-03-10,S001,P0016,Clothing,East,168,51,105.6,53.67,177.0,388.0,220.0,🔴 Critical Stockout Risk,58.92,5,0,Sunny
2023-03-11,S001,P0016,Furniture,East,288,190,109.5,208.43,177.0,396.0,108.0,⚠️ Reorder Needed,85.81,10,0,Cloudy
2023-03-12,S001,P0016,Electronics,West,383,272,115.8,262.41,177.0,409.0,26.0,⚠️ Reorder Needed,80.71,20,1,Sunny
2023-03-13,S001,P0016,Electronics,East,316,218,114.3,210.0,177.0,406.0,90.0,⚠️ Reorder Needed,55.78,5,0,Snowy
2023-03-14,S001,P0016,Groceries,West,265,157,119.4,162.1,177.0,416.0,151.0,⚠️ Reorder Needed,57.6,20,0,Cloudy
2023-03-15,S001,P0016,Furniture,West,480,375,128.7,365.98,177.0,434.0,0.0,✅ Healthy Stock,43.64,15,0,Cloudy
2023-03-16,S001,P0016,Clothing,West,402,94,131.1,88.14,177.0,439.0,37.0,⚠️ Reorder Needed,24.33,20,1,Sunny
2023-03-17,S001,P0016,Furniture,North,107,41,126.5,37.56,177.0,430.0,323.0,🔴 Critical Stockout Risk,33.8,0,1,Cloudy
2023-03-18,S001,P0016,Toys,North,493,342,136.4,359.39,177.0,450.0,0.0,✅ Healthy Stock,36.05,20,0,Rainy
2023-03-19,S001,P0016,Groceries,South,277,71,132.1,67.37,177.0,441.0,164.0,⚠️ Reorder Needed,77.99,0,1,Cloudy
2023-03-20,S001,P0016,Clothing,North,448,334,141.5,346.83,177.0,460.0,12.0,⚠️ Reorder Needed,45.87,10,0,Snowy
2023-03-21,S001,P0016,Toys,North,421,417,152.7,409.38,177.0,482.0,61.0,⚠️ Reorder Needed,13.85,0,1,Snowy
2023-03-22,S001,P0016,Groceries,West,388,312,158.9,316.71,177.0,495.0,107.0,⚠️ Reorder Needed,62.75,15,1,Cloudy
2023-03-23,S001,P0016,Clothing,South,334,261,165.6,262.97,177.0,508.0,174.0,⚠️ Reorder Needed,69.48,15,1,Rainy
2023-03-24,S001,P0016,Furniture,North,382,155,160.3,150.32,177.0,498.0,116.0,⚠️ Reorder Needed,16.7,20,0,Sunny
2023-03-25,S001,P0016,Clothing,South,327,81,161.7,87.57,177.0,500.0,173.0,⚠️ Reorder Needed,42.73,0,1,Snowy
2023-03-26,S001,P0016,Toys,North,128,16,161.3,6.06,177.0,500.0,372.0,🔴 Critical Stockout Risk,65.68,15,1,Sunny
2023-03-27,S001,P0016,Furniture,South,364,156,164.8,173.85,177.0,507.0,143.0,⚠️ Reorder Needed,45.12,0,0,Rainy
2023-03-28,S001,P0016,Toys,West,259,212,171.6,202.83,177.0,520.0,261.0,⚠️ Reorder Needed,26.13,20,1,Snowy
2023-03-29,S001,P0016,Clothing,North,274,46,167.9,57.22,177.0,513.0,239.0,⚠️ Reorder Needed,68.2,20,0,Sunny
2023-03-30,S001,P0016,Furniture,South,146,26,166.2,38.74,177.0,509.0,363.0,🔴 Critical Stockout Risk,53.43,10,1,Cloudy
2023-03-31,S001,P0016,Electronics,West,285,134,165.6,150.47,177.0,508.0,223.0,⚠️ Reorder Needed,21.3,10,1,Cloudy
2023-04-01,S001,P0016,Furniture,North,93,87,162.3,92.11,177.0,502.0,409.0,🔴 Critical Stockout Risk,86.96,10,0,Cloudy
2023-04-02,S001,P0016,Toys,North,285,111,160.7,119.55,177.0,498.0,213.0,⚠️ Reorder Needed,68.34,0,1,Rainy
2023-04-03,S001,P0016,Toys,North,159,143,160.8,138.82,177.0,499.0,340.0,🔴 Critical Stockout Risk,75.64,10,1,Sunny
2023-04-04,S001,P0016,Groceries,East,411,91,157.2,89.81,177.0,491.0,80.0,⚠️ Reorder Needed,12.35,15,0,Sunny
2023-04-05,S001,P0016,Toys,West,443,57,155.0,61.45,177.0,487.0,44.0,⚠️ Reorder Needed,66.33,0,0,Cloudy
2023-04-06,S001,P0016,Groceries,East,401,64,151.5,75.88,177.0,480.0,79.0,⚠️ Reorder Needed,76.64,20,0,Sunny
2023-04-07,S001,P0016,Toys,West,375,202,158.2,218.87,177.0,493.0,118.0,⚠️ Reorder Needed,77.27,0,1,Cloudy
2023-04-08,S001,P0016,Electronics,East,261,149,162.2,150.81,177.0,501.0,240.0,⚠️ Reorder Needed,74.7,10,1,Sunny
2023-04-09,S001,P0016,Clothing,West,433,371,172.8,361.29,177.0,523.0,90.0,⚠️ Reorder Needed,81.54,5,1,Rainy
2023-04-10,S001,P0016,Toys,North,411,318,177.1,328.35,177.0,531.0,120.0,⚠️ Reorder Needed,97.6,15,1,Cloudy
2023-04-11,S001,P0016,Furniture,East,100,33,169.1,32.63,177.0,515.0,415.0,🔴 Critical Stockout Risk,89.97,5,1,Cloudy
2023-04-12,S001,P0016,Furniture,East,498,444,176.7,441.13,177.0,530.0,32.0,⚠️ Reorder Needed,48.19,10,1,Cloudy
2023-04-13,S001,P0016,Electronics,East,130,57,173.3,69.67,177.0,524.0,394.0,🔴 Critical Stockout Risk,33.27,10,0,Cloudy
2023-04-14,S001,P0016,Groceries,South,180,117,164.7,116.52,177.0,506.0,326.0,⚠️ Reorder Needed,22.45,5,1,Rainy
2023-04-15,S001,P0016,Clothing,North,292,241,169.6,245.07,177.0,516.0,224.0,⚠️ Reorder Needed,90.1,0,1,Rainy
2023-04-16,S001,P0016,Furniture,West,425,189,174.6,191.84,177.0,526.0,101.0,⚠️ Reorder Needed,10.64,20,1,Snowy
2023-04-17,S001,P0016,Toys,East,243,188,169.4,180.8,177.0,516.0,273.0,⚠️ Reorder Needed,45.67,0,1,Cloudy
2023-04-18,S001,P0016,Furniture,South,63,62,169.1,67.42,177.0,515.0,452.0,🔴 Critical Stockout Risk,38.47,0,1,Sunny
2023-04-19,S001,P0016,Furniture,South,330,29,159.0,35.84,177.0,495.0,165.0,⚠️ Reorder Needed,69.43,15,0,Rainy
2023-04-20,S001,P0016,Groceries,North,500,126,149.3,125.01,177.0,476.0,0.0,✅ Healthy Stock,25.98,0,0,Snowy
2023-04-21,S001,P0016,Clothing,East,291,260,147.5,271.43,177.0,472.0,181.0,⚠️ Reorder Needed,38.0,10,0,Cloudy
2023-04-22,S001,P0016,Electronics,West,343,72,141.2,81.7,177.0,459.0,116.0,⚠️ Reorder Needed,13.53,10,0,Sunny
2023-04-23,S001,P0016,Electronics,West,99,96,139.3,115.05,177.0,456.0,357.0,🔴 Critical Stockout Risk,51.76,15,1,Sunny
2023-04-24,S001,P0016,Groceries,North,256,35,137.7,40.55,177.0,452.0,196.0,⚠️ Reorder Needed,45.35,20,1,Sunny
